1591943892.000000, 1591943892.000000, 1591943892.000000
32.000000, 32.000000, 32.000000
-12,59,18
-12,58,19
-11,58,19
-11,58,19
-11,58,18
-10,58,17
-10,59,17
-10,58,16
-11,58,15
-10,58,16
-10,59,16
-10,59,17
-10,59,17
-10,58,16
-10,57,14
-11,58,14
-11,61,17
-11,60,18
-10,59,17
-10,58,16
-10,57,16
-12,57,17
-12,57,16
-12,59,16
-12,59,17
-11,58,17
-13,57,17
-12,57,17
-12,57,19
-10,57,19
-11,57,19
-11,56,18
-9,57,20
-11,57,19
-11,57,19
-9,56,20
-10,57,20
-9,56,22
-9,56,22
-11,56,20
-10,56,22
-9,56,21
-10,55,21
-10,55,21
-10,56,21
-9,55,22
-9,55,21
-8,55,21
-9,56,21
-12,57,21
-13,57,21
-13,56,21
-12,56,20
-12,56,20
-12,56,20
-12,56,21
-11,56,22
-12,56,21
-12,55,21
-11,55,21
-10,56,21
-12,57,20
-12,57,20
-12,57,20
-12,56,19
-13,55,19
-13,56,20
-13,56,20
-12,57,20
-12,56,20
-12,56,21
-12,56,21
-12,56,20
-13,55,20
-13,55,20
-13,55,21
-13,56,21
-13,55,21
-13,55,21
-12,55,20
-13,56,20
-13,56,20
-13,56,20
-12,56,20
-13,56,20
-13,56,20
-13,56,20
-12,56,20
-12,56,20
-12,56,20
-12,56,20
-12,57,20
-11,57,19
-11,56,19
-11,57,18
-11,57,20
-12,57,20
-12,56,20
-12,56,19
-12,56,19
-12,57,20
-11,57,20
-11,57,19
-11,57,19
-10,57,19
-11,57,19
-11,57,19
-11,57,19
-11,57,18
-11,57,19
-11,57,19
-11,57,20
-11,57,19
-11,57,19
-10,57,19
-11,57,18
-11,57,19
-11,57,19
-12,58,17
-13,57,18
-13,56,19
-12,56,19
-12,56,21
-12,56,20
-12,56,19
-12,56,19
-12,56,18
-12,57,19
-13,58,18
-13,57,18
-12,57,19
-12,57,19
-13,57,18
-13,57,18
-13,56,18
-13,56,19
-13,57,19
-12,57,19
-12,57,19
-12,57,18
-13,57,19
-13,57,18
-13,57,18
-13,57,18
-13,58,18
-13,59,18
-15,57,16
-13,57,18
-11,57,18
-11,57,19
-12,57,19
-11,56,19
-11,57,19
-13,57,19
-13,57,20
-14,57,20
-13,56,19
-13,55,20
-12,57,18
-11,56,21
-11,57,22
-13,59,23
-14,60,24
-11,59,24
-13,61,24
-13,59,23
-16,56,21
-17,56,21
-11,55,24
-5,55,28
0,56,31
-2,55,32
0,54,32
0,51,31
0,48,31
1,44,31
1,43,31
-3,41,32
-3,41,35
-4,41,35
-4,40,32
-4,40,32
-3,40,33
-4,40,33
-8,41,35
-7,42,36
-6,42,36
-5,42,35
-5,41,36
-2,41,35
-5,40,33
-6,40,32
-4,40,31
-6,41,32
-6,43,31
-6,43,31
-7,44,28
-9,45,27
-9,47,27
-13,51,26
-13,53,27
-5,58,28
-1,60,28
0,62,26
-3,63,24
-5,63,23
-11,63,21
-13,63,20
-18,63,19
-18,61,18
-12,59,19
-10,58,20
-10,58,20
-11,56,19
-12,55,19
-11,55,18
-11,57,18
-10,58,19
-10,62,19
-10,62,19
-9,62,19
-8,61,18
-8,60,17
-8,58,16
-9,58,16
-9,58,16
-9,58,16
-10,56,15
-10,55,16
-10,55,15
-10,56,16
-10,56,16
-9,57,18
-9,57,18
-9,57,18
-10,58,17
