EpochNum,StartTime,EndTime,BinaryLabels,MulticlassLabels
382,2020-06-12 07:10:02,2020-06-12 07:10:07,1.0,1.0
383,2020-06-12 07:10:07,2020-06-12 07:10:12,1.0,1.0
384,2020-06-12 07:10:12,2020-06-12 07:10:17,1.0,1.0
385,2020-06-12 07:10:17,2020-06-12 07:10:22,1.0,1.0
386,2020-06-12 07:10:22,2020-06-12 07:10:27,1.0,1.0
387,2020-06-12 07:10:27,2020-06-12 07:10:32,1.0,1.0
388,2020-06-12 07:10:32,2020-06-12 07:10:37,1.0,1.0
389,2020-06-12 07:10:37,2020-06-12 07:10:42,1.0,1.0
390,2020-06-12 07:10:42,2020-06-12 07:10:47,1.0,1.0
391,2020-06-12 07:10:47,2020-06-12 07:10:52,1.0,1.0
392,2020-06-12 07:10:52,2020-06-12 07:10:57,1.0,1.0
393,2020-06-12 07:10:57,2020-06-12 07:11:02,-1.0,1.0
394,2020-06-12 07:11:02,2020-06-12 07:11:07,1.0,1.0
395,2020-06-12 07:11:07,2020-06-12 07:11:12,-1.0,1.0
396,2020-06-12 07:11:12,2020-06-12 07:11:17,-1.0,1.0
397,2020-06-12 07:11:17,2020-06-12 07:11:22,1.0,1.0
398,2020-06-12 07:11:22,2020-06-12 07:11:27,1.0,1.0
399,2020-06-12 07:11:27,2020-06-12 07:11:32,1.0,1.0
400,2020-06-12 07:11:32,2020-06-12 07:11:37,1.0,1.0
401,2020-06-12 07:11:37,2020-06-12 07:11:42,-1.0,1.0
402,2020-06-12 07:11:42,2020-06-12 07:11:47,1.0,1.0
403,2020-06-12 07:11:47,2020-06-12 07:11:52,1.0,1.0
404,2020-06-12 07:11:52,2020-06-12 07:11:57,1.0,1.0
405,2020-06-12 07:11:57,2020-06-12 07:12:02,1.0,1.0
406,2020-06-12 07:12:02,2020-06-12 07:12:07,1.0,1.0
407,2020-06-12 07:12:07,2020-06-12 07:12:12,1.0,1.0
408,2020-06-12 07:12:12,2020-06-12 07:12:17,1.0,1.0
409,2020-06-12 07:12:17,2020-06-12 07:12:22,1.0,1.0
410,2020-06-12 07:12:22,2020-06-12 07:12:27,-1.0,0.0
411,2020-06-12 07:12:27,2020-06-12 07:12:32,1.0,1.0
412,2020-06-12 07:12:32,2020-06-12 07:12:37,1.0,1.0
413,2020-06-12 07:12:37,2020-06-12 07:12:42,1.0,1.0
414,2020-06-12 07:12:42,2020-06-12 07:12:47,-1.0,0.0
415,2020-06-12 07:12:47,2020-06-12 07:12:52,1.0,1.0
416,2020-06-12 07:12:52,2020-06-12 07:12:57,1.0,1.0
417,2020-06-12 07:12:57,2020-06-12 07:13:02,-1.0,-1.0
418,2020-06-12 07:13:02,2020-06-12 07:13:07,1.0,1.0
419,2020-06-12 07:13:07,2020-06-12 07:13:12,1.0,1.0
420,2020-06-12 07:13:12,2020-06-12 07:13:17,1.0,1.0
421,2020-06-12 07:13:17,2020-06-12 07:13:22,1.0,1.0
422,2020-06-12 07:13:22,2020-06-12 07:13:27,1.0,1.0
423,2020-06-12 07:13:27,2020-06-12 07:13:32,1.0,1.0
424,2020-06-12 07:13:32,2020-06-12 07:13:37,1.0,1.0
425,2020-06-12 07:13:37,2020-06-12 07:13:42,1.0,1.0
426,2020-06-12 07:13:42,2020-06-12 07:13:47,1.0,1.0
427,2020-06-12 07:13:47,2020-06-12 07:13:52,1.0,1.0
428,2020-06-12 07:13:52,2020-06-12 07:13:57,1.0,1.0
429,2020-06-12 07:13:57,2020-06-12 07:14:02,1.0,1.0
430,2020-06-12 07:14:02,2020-06-12 07:14:07,1.0,1.0
431,2020-06-12 07:14:07,2020-06-12 07:14:12,-1.0,1.0
432,2020-06-12 07:14:12,2020-06-12 07:14:17,1.0,1.0
433,2020-06-12 07:14:17,2020-06-12 07:14:22,1.0,1.0
434,2020-06-12 07:14:22,2020-06-12 07:14:27,1.0,1.0
435,2020-06-12 07:14:27,2020-06-12 07:14:32,1.0,1.0
436,2020-06-12 07:14:32,2020-06-12 07:14:37,1.0,1.0
437,2020-06-12 07:14:37,2020-06-12 07:14:42,-1.0,-1.0
438,2020-06-12 07:14:42,2020-06-12 07:14:47,-1.0,-1.0
439,2020-06-12 07:14:47,2020-06-12 07:14:52,1.0,1.0
440,2020-06-12 07:14:52,2020-06-12 07:14:57,1.0,1.0
441,2020-06-12 07:14:57,2020-06-12 07:15:02,-1.0,1.0
442,2020-06-12 07:15:02,2020-06-12 07:15:07,1.0,1.0
443,2020-06-12 07:15:07,2020-06-12 07:15:12,1.0,1.0
444,2020-06-12 07:15:12,2020-06-12 07:15:17,1.0,1.0
445,2020-06-12 07:15:17,2020-06-12 07:15:22,1.0,1.0
446,2020-06-12 07:15:22,2020-06-12 07:15:27,1.0,1.0
447,2020-06-12 07:15:27,2020-06-12 07:15:32,1.0,1.0
448,2020-06-12 07:15:32,2020-06-12 07:15:37,1.0,1.0
449,2020-06-12 07:15:37,2020-06-12 07:15:42,1.0,1.0
450,2020-06-12 07:15:42,2020-06-12 07:15:47,1.0,1.0
451,2020-06-12 07:15:47,2020-06-12 07:15:52,1.0,1.0
452,2020-06-12 07:15:52,2020-06-12 07:15:57,1.0,1.0
453,2020-06-12 07:15:57,2020-06-12 07:16:02,1.0,1.0
454,2020-06-12 07:16:02,2020-06-12 07:16:07,1.0,1.0
455,2020-06-12 07:16:07,2020-06-12 07:16:12,1.0,1.0
456,2020-06-12 07:16:12,2020-06-12 07:16:17,1.0,1.0
457,2020-06-12 07:16:17,2020-06-12 07:16:22,1.0,1.0
458,2020-06-12 07:16:22,2020-06-12 07:16:27,1.0,1.0
459,2020-06-12 07:16:27,2020-06-12 07:16:32,1.0,1.0
460,2020-06-12 07:16:32,2020-06-12 07:16:37,1.0,1.0
461,2020-06-12 07:16:37,2020-06-12 07:16:42,1.0,1.0
462,2020-06-12 07:16:42,2020-06-12 07:16:47,-1.0,1.0
463,2020-06-12 07:16:47,2020-06-12 07:16:52,1.0,1.0
464,2020-06-12 07:16:52,2020-06-12 07:16:57,1.0,1.0
465,2020-06-12 07:16:57,2020-06-12 07:17:02,1.0,1.0
466,2020-06-12 07:17:02,2020-06-12 07:17:07,1.0,1.0
467,2020-06-12 07:17:07,2020-06-12 07:17:12,1.0,1.0
468,2020-06-12 07:17:12,2020-06-12 07:17:17,1.0,1.0
469,2020-06-12 07:17:17,2020-06-12 07:17:22,1.0,1.0
470,2020-06-12 07:17:22,2020-06-12 07:17:27,1.0,1.0
471,2020-06-12 07:17:27,2020-06-12 07:17:32,1.0,1.0
472,2020-06-12 07:17:32,2020-06-12 07:17:37,1.0,1.0
473,2020-06-12 07:17:37,2020-06-12 07:17:42,1.0,1.0
474,2020-06-12 07:17:42,2020-06-12 07:17:47,1.0,1.0
475,2020-06-12 07:17:47,2020-06-12 07:17:52,1.0,1.0
476,2020-06-12 07:17:52,2020-06-12 07:17:57,1.0,1.0
477,2020-06-12 07:17:57,2020-06-12 07:18:02,1.0,1.0
478,2020-06-12 07:18:02,2020-06-12 07:18:07,-1.0,1.0
479,2020-06-12 07:18:07,2020-06-12 07:18:12,1.0,1.0
480,2020-06-12 07:18:12,2020-06-12 07:18:17,1.0,1.0
481,2020-06-12 07:18:17,2020-06-12 07:18:22,1.0,1.0
482,2020-06-12 07:18:22,2020-06-12 07:18:27,-1.0,1.0
483,2020-06-12 07:18:27,2020-06-12 07:18:32,-1.0,1.0
484,2020-06-12 07:18:32,2020-06-12 07:18:37,1.0,1.0
485,2020-06-12 07:18:37,2020-06-12 07:18:42,1.0,1.0
486,2020-06-12 07:18:42,2020-06-12 07:18:47,1.0,1.0
487,2020-06-12 07:18:47,2020-06-12 07:18:52,1.0,1.0
488,2020-06-12 07:18:52,2020-06-12 07:18:57,-1.0,1.0
489,2020-06-12 07:18:57,2020-06-12 07:19:02,1.0,1.0
490,2020-06-12 07:19:02,2020-06-12 07:19:07,-1.0,0.0
491,2020-06-12 07:19:07,2020-06-12 07:19:12,1.0,1.0
492,2020-06-12 07:19:12,2020-06-12 07:19:17,-1.0,1.0
493,2020-06-12 07:19:17,2020-06-12 07:19:22,1.0,1.0
494,2020-06-12 07:19:22,2020-06-12 07:19:27,1.0,1.0
495,2020-06-12 07:19:27,2020-06-12 07:19:32,1.0,1.0
496,2020-06-12 07:19:32,2020-06-12 07:19:37,-1.0,1.0
497,2020-06-12 07:19:37,2020-06-12 07:19:42,1.0,1.0
498,2020-06-12 07:19:42,2020-06-12 07:19:47,-1.0,1.0
499,2020-06-12 07:19:47,2020-06-12 07:19:52,1.0,1.0
500,2020-06-12 07:19:52,2020-06-12 07:19:57,-1.0,1.0
501,2020-06-12 07:19:57,2020-06-12 07:20:02,1.0,1.0
502,2020-06-12 07:20:02,2020-06-12 07:20:07,1.0,1.0
503,2020-06-12 07:20:07,2020-06-12 07:20:12,-1.0,1.0
504,2020-06-12 07:20:12,2020-06-12 07:20:17,1.0,1.0
505,2020-06-12 07:20:17,2020-06-12 07:20:22,1.0,1.0
506,2020-06-12 07:20:22,2020-06-12 07:20:27,1.0,1.0
507,2020-06-12 07:20:27,2020-06-12 07:20:32,-1.0,1.0
508,2020-06-12 07:20:32,2020-06-12 07:20:37,1.0,1.0
509,2020-06-12 07:20:37,2020-06-12 07:20:42,-1.0,1.0
510,2020-06-12 07:20:42,2020-06-12 07:20:47,1.0,1.0
511,2020-06-12 07:20:47,2020-06-12 07:20:52,1.0,1.0
512,2020-06-12 07:20:52,2020-06-12 07:20:57,-1.0,1.0
513,2020-06-12 07:20:57,2020-06-12 07:21:02,1.0,1.0
514,2020-06-12 07:21:02,2020-06-12 07:21:07,1.0,1.0
515,2020-06-12 07:21:07,2020-06-12 07:21:12,-1.0,1.0
516,2020-06-12 07:21:12,2020-06-12 07:21:17,1.0,1.0
517,2020-06-12 07:21:17,2020-06-12 07:21:22,1.0,1.0
518,2020-06-12 07:21:22,2020-06-12 07:21:27,-1.0,-1.0
519,2020-06-12 07:21:27,2020-06-12 07:21:32,-1.0,-1.0
520,2020-06-12 07:21:32,2020-06-12 07:21:37,-1.0,-1.0
521,2020-06-12 07:21:37,2020-06-12 07:21:42,-1.0,-1.0
522,2020-06-12 07:21:42,2020-06-12 07:21:47,-1.0,1.0
523,2020-06-12 07:21:47,2020-06-12 07:21:52,1.0,1.0
524,2020-06-12 07:21:52,2020-06-12 07:21:57,1.0,1.0
525,2020-06-12 07:21:57,2020-06-12 07:22:02,1.0,1.0
526,2020-06-12 07:22:02,2020-06-12 07:22:07,1.0,1.0
527,2020-06-12 07:22:07,2020-06-12 07:22:12,-1.0,0.0
528,2020-06-12 07:22:12,2020-06-12 07:22:17,1.0,1.0
529,2020-06-12 07:22:17,2020-06-12 07:22:22,1.0,1.0
530,2020-06-12 07:22:22,2020-06-12 07:22:27,1.0,1.0
531,2020-06-12 07:22:27,2020-06-12 07:22:32,1.0,1.0
532,2020-06-12 07:22:32,2020-06-12 07:22:37,1.0,1.0
533,2020-06-12 07:22:37,2020-06-12 07:22:42,-1.0,0.0
534,2020-06-12 07:22:42,2020-06-12 07:22:47,1.0,1.0
535,2020-06-12 07:22:47,2020-06-12 07:22:52,-1.0,1.0
536,2020-06-12 07:22:52,2020-06-12 07:22:57,-1.0,1.0
537,2020-06-12 07:22:57,2020-06-12 07:23:02,-1.0,-1.0
538,2020-06-12 07:23:02,2020-06-12 07:23:07,-1.0,1.0
539,2020-06-12 07:23:07,2020-06-12 07:23:12,1.0,1.0
540,2020-06-12 07:23:12,2020-06-12 07:23:17,-1.0,0.0
541,2020-06-12 07:23:17,2020-06-12 07:23:22,-1.0,0.0
542,2020-06-12 07:23:22,2020-06-12 07:23:27,1.0,0.0
543,2020-06-12 07:23:27,2020-06-12 07:23:32,1.0,0.0
544,2020-06-12 07:23:32,2020-06-12 07:23:37,1.0,0.0
545,2020-06-12 07:23:37,2020-06-12 07:23:42,1.0,0.0
546,2020-06-12 07:23:42,2020-06-12 07:23:47,-1.0,0.0
547,2020-06-12 07:23:47,2020-06-12 07:23:52,1.0,0.0
548,2020-06-12 07:23:52,2020-06-12 07:23:57,-1.0,0.0
549,2020-06-12 07:23:57,2020-06-12 07:24:02,-1.0,0.0
550,2020-06-12 07:24:02,2020-06-12 07:24:07,1.0,0.0
551,2020-06-12 07:24:07,2020-06-12 07:24:12,-1.0,0.0
552,2020-06-12 07:24:12,2020-06-12 07:24:17,1.0,0.0
553,2020-06-12 07:24:17,2020-06-12 07:24:22,1.0,0.0
554,2020-06-12 07:24:22,2020-06-12 07:24:27,-1.0,0.0
555,2020-06-12 07:24:27,2020-06-12 07:24:32,1.0,0.0
556,2020-06-12 07:24:32,2020-06-12 07:24:37,1.0,0.0
557,2020-06-12 07:24:37,2020-06-12 07:24:42,-1.0,0.0
558,2020-06-12 07:24:42,2020-06-12 07:24:47,1.0,0.0
559,2020-06-12 07:24:47,2020-06-12 07:24:52,-1.0,0.0
560,2020-06-12 07:24:52,2020-06-12 07:24:57,-1.0,0.0
561,2020-06-12 07:24:57,2020-06-12 07:25:02,-1.0,0.0
562,2020-06-12 07:25:02,2020-06-12 07:25:07,-1.0,-1.0
563,2020-06-12 07:25:07,2020-06-12 07:25:12,1.0,-1.0
564,2020-06-12 07:25:12,2020-06-12 07:25:17,-1.0,-1.0
565,2020-06-12 07:25:17,2020-06-12 07:25:22,1.0,1.0
566,2020-06-12 07:25:22,2020-06-12 07:25:27,-1.0,-1.0
567,2020-06-12 07:25:27,2020-06-12 07:25:32,1.0,1.0
568,2020-06-12 07:25:32,2020-06-12 07:25:37,-1.0,-1.0
569,2020-06-12 07:25:37,2020-06-12 07:25:42,-1.0,-1.0
570,2020-06-12 07:25:42,2020-06-12 07:25:47,-1.0,1.0
